,Artist,Song,lyrics
245,Train,Marry Me,"Forever could never be long enough for me
To feel like I've had long enough with you
Forget the world now
We won't let them see
But there's one thing left to do
Now that the weight has lifted
And love has surely shifted my way

Marry me
Today and every day
Marry me
If I ever get the nerve to say hello in this café
Say you will... mmm mmm
Say you will... mmm mmm

Together could never be close enough for me
To feel like I am close enough to you
You wear white and I'll wear out the words
I love you and you're beautiful
Now that the wait is over
And love has finally showed her my way

Marry me
Today and every day
Marry me
If I ever get the nerve to say hello in this café
Say you will... mmm mmm
Say you will... mmm mmm

Promise me
You'll always be
Happy by my side
I promise to
Sing to you
When all the music dies

Marry me
Today and every day
Marry me
If I ever get the nerve to say hello in this café
Say you will... mmm mmm
Say you will... mmm mmm
Marry me"
246,Olly Murs;Louisa Johnson,Unpredictable - Acoustic,-1
247,Kelvin Jones,As You Wake Up - Acoustic,-1
248,Passenger,Let Her Go,"Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

And you let her go

Staring at the bottom of your glass
Hoping one day, you'll make a dream last
But dreams come slow and they go so fast

You see her when you close your eyes
Maybe one day you'll understand why
Everything you touch surely dies

But you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

Staring at the ceiling in the dark
Same old empty feeling in your heart
'Cause love comes slow and it goes so fast

Well you see her when you fall asleep
But never to touch and never to keep
'Cause you loved her too much and you dived too deep

Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

And you let her go
And you let her go
Well you let her go

'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

And you let her go"
249,Tom Odell,True Colours,"You with the sad eyes
Don't be discouraged, oh, I realize
It's hard to take courage
In a world full of people
You can lose sight of it all
And the darkness inside you
Can make you feel so small

But I see your true colors shining through
I see your true colors and that's why I love you
So don't be afraid to let them show
Your true colors, true colors
Beautiful

Show me a smile then
Don't be unhappy, can't remember when
I last saw you laughing
If this world makes you crazy
And you've taken all you can bear
You call me up
Because you know I'll be there

And I see your true colors shining through
I see your true colors and that's why I love you
And don't be afraid to let them show
Your true colors, true colors
Are beautiful"
250,Stan Walker,Ordinary People,-1
251,John Mayer,Love on the Weekend,"It's a Friday, we finally made it
I can't believe I get to see your face
You've been working and I've been waiting
To pick you up and take you from this place

Love on the weekend
Love on the weekend
Like only we can
Like only we can
Love on the weekend
Love on the weekend
I'm coming up and I'm loving every minute of it

You be the DJ, I'll be the driver
You put your feet up in the getaway car
I'm flying fast like a, a wanted man
I want you, baby, like you can't understand

Love on the weekend
Love on the weekend
We found a message in a bottle we were drinking
Love on the weekend
Love on the weekend
I hate your guts 'cause I'm loving every minute of it

I gotta leave ya, it's gonna hurt me
My clothes are dirty and my friends are getting worried
Down there below us, under the clouds
Baby, take my hand and pull me down, down, down, down
And I'll be dreamin' of the next time we can go
Into another seratonin overflow

Love on the weekend
Love on the weekend
I'm busted up but I'm loving every minute of it
(Love on the weekend, love on the weekend)

I'm looking for a little love
I'm looking for a little love, oh yeah
(Love on the weekend, love on the weekend)"
252,Harry Styles,Sweet Creature,"Sweet creature
Had another talk about where it's going wrong
But we're still young
We don't know where we're going
But we know where we belong

No, we started
Two hearts in one home
It's hard when we argue
We're both stubborn
I know but oh

Sweet creature, sweet creature
Wherever I go, you bring me home
Sweet creature, sweet creature
When I run out of rope, you bring me home

Sweet creature
We're running through the garden
Where nothing bothered us
But we're still young
I always think about you and how we don't speak enough

No, we started
Two hearts in one home
It's hard when we argue
We're both stubborn
I know but oh

Sweet creature, sweet creature
Wherever I go, you bring me home
Sweet creature, sweet creature
When I run out of rope, you bring me home

I know when we started
Two hearts in one home
It gets harder when we argue
We're both stubborn
I know but oh

Sweet creature, sweet creature
Wherever I go, you bring me home
Sweet creature, sweet creature
When I run out of rope, you bring me home
You bring me home"
253,Cimo Fränkel,Never Give Up,-1
254,John Legend,You & I (Nobody in the World),"You fix your make up, just so
Guess you don't know, that your beautiful
Try on every dress that you own
You were fine in my eyes, a half hour ago

If your mirror won't make it any clearer I'll
Be the one to let you know

Out of all the girls
You my one and only girl
Ain't nobody in the world tonight

All of the stars, you make them shine like they were ours
Ain't nobody in the world but you and I
You and I
Ain't nobody in the world but you and I

You stop the room when we walk in
Spotlights on everybody staring
Tell all of these boys, they wasting their time
Stop standing in line, cause your all mine

And this evening I, won't let the feeling die
I never wanna leave your side

Out of all the girls
You my one and only girl
Ain't nobody in the world tonight

All of the stars you make them shine like they were ours
Ain't nobody in the world but you and I
You and I
Ain't nobody in the world

You keep wondering if you're what I'm wanting
You don't even have to try

You don't have to try
Don't try
Don't try
You don't have to try

Out of all the girls
You my one and only girl
Ain't nobody in the world tonight

All of the stars, they don't shine brighter than you are
Ain't nobody in the world but you and I
You and I
You and I
Nobody in the world tonight
Ain't nobody in the world but you and I"
255,Passenger,Patient Love,"Got a pinch of tobacco in my pocket
I'm not gonna roll it, no, I'm not gonna smoke it
'Til we're staring at the stars and the rockets
Twinklin' in the silvery night

Two sips of whiskey in the flask, but I'm not gonna drink 'em
I swear I'll make them last
'Til we're drinkin' out of the same glass, again

And though the sand may be washed by the sea
And the old will be lost in the new
Well, four will not wait for three
For three never waited for two
And though you will not wait for me
I'll wait for you

Got a Polaroid picture in my wallet
I'm not gonna to tear it, no, I'm not gonna spoil it
It's an unspoken heartbreak
A heartbroken handshake I take with me where I go

And three words on the tip of my tongue
Not to be spoken, nor sung
Or whispered to anyone
'Til I scream 'em at the top of my lungs again

And though the sand may be washed by the sea
And the old will be lost in the new
Well, four will not wait for three
For three never waited for two
And though you will not wait for me
I'll wait for you, oh woah, and oh, oh, woah
I'll wait for you, oh woah, and oh, oh, woah
And I'll wait for you, oh woah

Got a pinch of tobacco in my pocket
I'm not gonna roll it, no, I'm not gonna smoke it
'Til we're staring at the stars and the rockets
Twinklin' in the silvery night"
256,Sara Bareilles,Love Song,"Head under water
And they tell me
To breathe easy for a while
The breathing gets harder
Even I know that

You made room for me
But it's too soon to see
If I'm happy in your hands
I'm unusually hard to hold on to

Blank stares at blank pages
No easy way to say this
You mean well but you make this hard on me

I'm not gonna write you a love song
'Cause you ask for it
'Cause you need one
You see, I'm not gonna write you a love song
'Cause you tell me it's
Make or breakin' this if you're on your way
I'm not gonna write you to stay

If all you have is leavin'
I'ma need a better reason
To write you a love song today (Yeah)
Today, yeah

I learned the hard way
That they all say
Things you wanna hear
And my heavy heart
Sinks deep down under you and your twisted words
Your help just hurts
You are not what I thought you were
Hello to high and dry

Convinced me to please you
Made me think that I need this too
I'm tryin' to let you hear me as I am

I'm not gonna write you a love song
'Cause you ask for it
'Cause you need one
You see, I'm not gonna write you a love song
'Cause you tell me it's
Make or breakin' this if you're on your way
I'm not gonna write you to stay

If all you have is leavin'
I'ma need a better reason
To write you a love song today

Promise me (Ah, ah, ah)
That you'll leave the light on (Ah, ah, ah)
To help me see (Ah, ah, ah)
With daylight, my guide, gone (Ah, ah, ah)

'Cause I believe, there's a way (Ah, ah, ah)
You can love me because I say I won't write you a love song
'Cause you ask for it
'Cause you need one (Mhm)
You see, I'm not gonna write you a love song (ooh)
'Cause you tell me it's
Make or breakin' this

Is that why you wanted, a love song? (Yeah)
'Cause you asked for it
'Cause you need one
You see, I'm not gonna write you a love song (Write you a love song)
'Cause you tell me it's
Make or breakin' this
If you're on your way (Oh, oh)
I'm not gonna write you to stay

If your heart is nowhere in it
I don't want it for a minute (for a minute)
Babe, I'll walk the seven seas (the seven seas)
When I believe that there's a reason
To write you a love song today (write you a love song today)
Today, yeah"
257,Seafret,Wildfire,"You think you know all about it then it seems you are wrong
She hit it out of the park before it'd even begun
I needed sunshine in the darkness burning out
Well now I know that I'm the fuel and she's the spark
We are bound to each other's hearts,
Cold, torn, and pulled apart
This love is like wildfire
And to my word now I'll be true,
I can't stop this breaking loose
This love, is like wildfire
Like wildfire
This feelings arranged deep down inside
Try describing a love you can't design
More and more, every inch of me is holding on
This is it all the flames are burning strong
We are bound to each other's hearts,
Cold, torn and pulled apart
This love is like wildfire
And to my word now I'll be true
I can't stop this breaking loose
This love is like wildfire
Like wildfire
Like wildfire
You think you know all about it then it seems you are wrong
She hit it out of the park before it'd even begun
Oh
We are bound to each other's hearts
Cold, torn and pulled apart
This love, is like wildfire
And to my word now I'll be true
I can't stop this breaking loose this love is like wildfire
Like wildfire
Like wildfire
Like wildfire
End"
258,Drake,Do Not Disturb,"Yeah, stylin' though
Dissin', but got pictures with me smilin' though
All the things you need, you still want problems though
All the things I know, I still been silent though
Yeah, used to be at SilverCity, Indigo
Used to be in lunchroom, playin' dominoes
I don't want to have to go to funerals
I gotta start sleepin' at the studio
I don't have no time to be no Romeo
All the love I need is at the rodeo
All the love I need is here at OVO, yeah
All the girls I know are there with E and Tho
Who knows where I end up when that shit gets old?
Maybe it never gets old and that's just how it goes
Last table left in Carbone, callin' plays on the rotary phone
I take a glass of Domina to go with me home
Might move our annual shit to the 'Dome
I need 40,000 people to see what I'm on
Yeah, ducked a lot of spiteful moves
I was an angry yute when I was writin' Views
Saw a side of myself that I just never knew
I'll probably self-destruct if I ever lose, but I never do
Steady doin' double shifts
1da doin' the beat and I open up like a double click
More blessings because I'm generous
Thirty-seater plane for like ten of us
Remember when I bought Sealey the fake Chanel wallet
She knew that shit was a fraud but never told me about it
Nowadays when we catchin' up we just laugh about it
Can't describe what my life is like when she asks about it
Scary whenever I close my eyes at night
Wakin' up to public statements about my private life
I can never sleep till morning on all my quiet nights
But you can rest assure that my mind is right
Get no sick days, I leave for like three months in six days
Never stick around to see shit change
Get lil' updates, texts in my inboxes have been poppin'
Seasons go by like I'm binge-watchin'
Went from Club Palazzo in the Bridge to Club LIV
To not even showin' up to a club 'less we doin' bis'
I can't even party while a nigga pursuin' this
Distractions will do you in, in the truest sense
Especially people that want to lecture me
And frame it like they just want the best for me
Or they check for me, whatever splits it up
So there's more for them and there's less for me
They don't know they got to be faster than me to get to me
No one's done it successfully
7AM in Germany, can't believe that they heard of me
Last verse that I gotta do is always like surgery
Always tryin' to let go of anything that'll burden me
That's the reason you can feel the tension and the urgency
Last chance I get to make sure that you take it personally
Take this shit to heart, it's always executed perfectly
If we do a song it's like takin' my kids to work with me
You overnight celebrity, you one day star
Swear I Told You that I'm in this bitch for eternity
I am a reflection of all of your insecurities
Behind closed doors, a lot of 6 God worshipping
Done talk now, 'cause there's other shit that's concernin' me
There's real ones around me
I want to make sure they learn from me
I want to see my dog, but his grandmother's his surety
He can't even dip out to see me in an emergency
My life is centered 'round competition and currency
Takin' summer off, 'cause they tell me I need recovery
Maybe gettin' back to my regular life will humble me
I'll be back in 2018 to give you the summary
More Life"
259,Ty Dolla $ign,Message In A Bottle,-1
260,PnB Rock,Feelins,-1
261,Chance The Rapper;Justin Bieber;Towkio,Juke Jam (feat. Justin Bieber & Towkio),"We used to roll at the rink
We used to roll at the rink
I used to talk way too much
You used to know everything
You couldn't stand me, I couldn't stand you
You said I'm steady playin', but you steady playin' too
Your big brother foot work
Your play sister Juke
The rink was the place but in that space and time I was too young for you
As you were for me, to worry 'bout Frooties and Trues
Till I found out all of the shawtys with cooties was cute
And realized what booties could do

We gon' get it poppin'
We gon' get it Jukin'
We gon' throw a party
And we ain't gotta do shit
You came with your best friend
Came up for the weekend
Rolling with your party
So tell me what you thinkin'
Say we gon' have a juke jam
We gon' have a juke jam
We can have a party, just listening to music
Like we used to do
I'll get close to you
I remember you
You used to, I remember you 'cause

We've got so much history baby (juke)
Maybe (juke)
Maybe you and I were meant to be
Maybe (juke)
I'm crazy (juke)

We never rolled at the rink
We would just go to the rink
You ain't buy tokens no more
You just hip roll at the rink
You had a nigga, I couldn't stand him
But when they play ""Take You Down"", Chris Brown, I am his stand-in
I mean it's just dancing
It's harmless as fuck
Then I put my waist through your hips and your legs in my arms just to harness you up
Then we hit the floor
All the kiddies stopped skating
To see grown folks do, what grown folks do
When they grown and they dating

We've got so much history baby, maybe
Maybe you and I were meant to be
Maybe, I'm crazy
Crazy about you

We gon' get it poppin'
We gon' get it Jukin'
We gon' throw a party
And we ain't gotta do shit
You came with your best friend
Came up for the weekend
Rollin' with your party
So tell me what you thinkin'
Say we gon' have a juke jam
We gon' have a juke jam
We can have a party, just listening to music
Like we used to do
I'll get close to you
I remember you
You used to, I remember you 'cause

We've got so much history baby (juke)
Maybe (juke)"
262,GoldLink;Brent Faiyaz;Shy Glizzy,Crew,-1
263,SZA;Travis Scott,Love Galore,-1
264,11:11,Good Love,-1
265,Majid Jordan,Not Ashamed,"You wanna talk to me, but don't know what to say
You want my love, but you want it your own way
You're left or right, depending on the day
You're not ashamed, your feelings always change
Lately, lately, I don't like what I've been going through
But I gotta keep my chest from falling for you
I can't, I can't, I can't enter the danger zone
But I open up to someone so cold

(You wanna talk to me, but don't know what to say)
You don't know what to say
(You want my love, but you want it your own way)
Want it your own way
(You're left or right, depending on the day)
Your feelings always change
(You're not ashamed, your feelings always change)
You're not ashamed

Are you with me, or are you against me
'Cause when I see you, you move too quickly
Fifth time in the week and you're leaving
Then we don't even speak on the weekend
Next week, it's baby forgive me
This time it's different, believe me
Different day, but the same old story
Not ashamed of the way you ignore me

Prove yourself to me
Prove yourself to me
'Cause I'm not the type to give it up for no reason
Show yourself to me
Tell me who you wanna be
But you always got to leave (show me)
(But I open up to someone)

You're not ashamed
(You wanna talk to me, but don't know what to say)
You're not ashamed
(You want my love, but you want it your own way)
But you want it your own way
You're not ashamed
(You're left or right, depending on the day)
Depending on the day
(You're not ashamed, your feelings always change)
Your feelings change

You love me, you hate me
You want me, but then you resent me
I'm ashamed of the way that you treat me
Scheming for you is too easy
What's your number, I'm about to delete it
Same mistake, I'm about to repeat it
We're both too drunk to be speaking
I'm not playing this game (game, game)

'Cause I'm not the type, to give it up, give it up, no
Prove yourself to me
Tell me honestly
You could show yourself to me, but
(I open up to someone)

You're not ashamed
(You wanna talk to me, but don't know what to say)
You're not ashamed
(You want my love, but you want it your own way)
Said you want it your own way
You're not ashamed
(You're left or right, depending on the day)
Depending on the day
(You're not ashamed, your feelings always change)
Your feelings change

You're lying to my face (you're lying to my face)
Driving me insane (driving me insane)
Playing all these games (playing all these games)
You're lying to my face
That's some news I can't erase

You're not ashamed
(You wanna talk to me, but don't know what to say)
Ooh, you're not ashamed
(You want my love, but you want it your own way)
Ooh, you want my love, but you want it your own way
(You're left or right, depending on the day)
Love to ride depending on the day
(You're not ashamed, your feelings always change)
Your feelings change

You wanna play with me and act like we're ok
You want my love, but you want it your own way
You love to ride, depending on the day
You're not ashamed, your feelings always change"
266,Russ,Losin Control,-1
267,PnB Rock;Russ,Issues (feat. Russ),-1
268,The Weeknd,True Colors,"Tell me the truth
Baby girl, who else been with you
It's gon' come to my attention either way, yeah
And I understand
Baby girl, we all had a past
I'd much rather hear the truth come straight from you

So if I love you
It'd be just for you
So when I'm touching you
Can I trust in you
Can I trust in you, oh baby

Girl, come show me your true colors
Paint me a picture with your true colors
These are the questions of a new lover
True colors, true colors
Girl, come show me your true colors
Paint me a picture with your true colors
These are confessions of a new lover
True colors, true colors

What's done is done
Now that I'm the only one
If you tell me I'll accept what you've been through, oh yeah
And I don't believe all this inconsistency
I've been hearing different stories about you

So if I love you
It'd be just for you
So when I'm touching you
Can I trust in you
Can I trust in you, oh baby

Girl, come show me your true colors
Paint me a picture with your true colors
These are the questions of a new lover
True colors, true colors
Girl, come show me your true colors
Paint me a picture with your true colors
These are confessions of a new lover
True colors

Baby, show me you're a keeper
It's been hard for me to keep up
You've been tryna keep me in the dark
But baby girl, I see you
Baby, show me you're a keeper
It's been hard for me to keep up
You've been tryna keep me in the dark
But baby girl, I see you

Girl, come show me your true colors
Paint me a picture with your true colors
These are the questions of a new lover
True colors, true colors
Girl, come show me your true colors
Paint me a picture with your true colors
These are confessions of a new lover
True colors, true colors"
269,Kendrick Lamar;Zacari,LOVE. FEAT. ZACARI.,-1
270,Ty Dolla $ign,Famous,-1
271,Phora,To the Moon,-1
272,dvsn,Nuh Time / Tek Time,-1
273,Frank Ocean;JAY Z;Tyler The Creator,Biking,-1
274,The Internet;KAYTRANADA,Girl,-1
275,KR,Read Your Mind,-1
276,Jacquees,B.E.D.,-1
277,Drake,Teenage Fever,"Your heart is hard to carry after dark
You're to blame for what we could have been
'Cause look at what we are
Your friends are scared to tell you went too far
Funny that it's always been all about you from the start
I met someone new last night and we kicked it
And I'm going back there tonight
And you know what's on my mind, this time
Going back there tonight
And you know what's on my mind

If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?
If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?

Out of body
That's just how I feel when I'm around you, shawty
Last night we didn't say it
But girl, we both thought it
Why second guess? I should have stayed
You say the word, I'm on the way
This shit feels like teenage fever
I'm not scared of it, she ain't either
Why second guess? I should have stayed
'Cause you know what's on my mind tonight

If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?
If you had my love
And I gave you all my trust
Would you comfort me?
And if somehow you knew
That your love would be untrue
Would you lie to me?

Yeah, slightly took a left turn there
But very much 6 AM
Slightly been awake for 24 hours, so please forgive me
More ideas and stuff comin'
Yeah, yeah, fam
I'm wafflin', but man is tired, fam, Jesus Christ"
278,PARTYNEXTDOOR;Drake,Come and See Me (feat. Drake),"Doesn't make sense now
Shit just got real, things are getting intense now
I hear you talkin' 'bout we a lot, oh, you speak French now?
Giving me the signs so I gotta take a hint now
I hit you up like ""Do you wanna hang right now?""
On the East Side and you know I'm with the gang right now
You say do I own a watch, do I know what time it is right now
It's after 2AM and that's asking a lot of you right now

All she talkin' bout is come and see me for once
Come and see me for once
You don't ever come to me, you don't ever come to me
All she ever say is come and see me for once
Come and see me for once
You don't ever come to me, you don't ever come to me

I been up for two whole days thinking what I did to keep you going
Thumbing through the voicemails that you left me
Telling me where I went wrong
I'll admit I'm sorry when I feel I'm truly sorry
Things change, people change, feelings change too
Never thought the circumstances woulda changed you
You said you never traded no, yeah you said that
And I believed you when they told me don't
Yeah thought you meant that
But either way you're still invited and I can't even lie to you

Swear these days all you say is come and see me for once
Come and see me for once
You don't ever come to me, you don't ever come to me
All she hit me with is come and see me for once
Come and see me for once
You don't ever come to me, you don't ever come to me

Why you gotta start girl, why you gotta start?
I know we make time for the things that we want
I know you got another nigga tryna play the part
Just 'cause he got a heart don't mean he got heart
Could be standing in a field, and he still ain't in the field
If anything should change then I thought we had a deal
Lately you keep questioning what you get out the deal
Doing things to make me feel the way I make you feel
How hard is it to let you know when I'm coming home
That way you can be prepared
Maybe take a couple sick days and not miss pay
I don't even know what things are looking
Like inside of your place and how it's decorated
This thing is getting one-sided, I can't even lie to you right now

All she talkin' bout is come and see me for once
Come and see me for once
You don't ever come to me, you don't ever come to me
All she hit me with is come and see me for once
Come and see me for once
You don't ever come to me, you don't ever come to me"
279,Khalid,Location,"Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you

At times I wonder why I fool with you
But this is new to me, this is new to you
Initially, I didn't wanna fall for you
Gather my attention it was all for you, so don't
Take advantage, don't leave my heart damaged
To understand that things go a little bit better when you plan it... oh

Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you

I don't wanna fall in love off of subtweets, so
Let's get personal
I got a lot of cool spots that we can go
Tell me what's the move and I got you
I'm only acting like this 'cause I like you
Just give me the vibe to slide then
Oh, I might make you mine by the night, and

Send me your location, let's
Focus on communicating
'Cause I just need the time and place to come through (place to come through)
Send me your location
Let's ride the vibrations
I don't need nothing else but you

Ride, ride, ride, come and vibe with me tonight
I don't need nothing else but you
(I don't need nothing else but you)
Ride, ride, ride, come and vibe with me tonight
I don't need nothing else but you
Nothing else but you
Do, do, do, do, do, do
Oh, oh, mmm, mmm, mmm, mmm
Oh, oh, oh
Oh, oh, oh, mmm, mmm, mmm
Do, do, do, do, do, do, do
Do, do, do, do, do, do, do
I don't need nothing else but you"
280,Stormzy;Kehlani;Lily Allen,Cigarettes & Cush (feat. Kehlani & Lily Allen),"I'm sorry that I'm late
And I missed your call
But you know night turn into day
I didn't stop to pause
I know I never see your face
And baby, that's my fault
But I'ma fix all my mistakes
So don't stress no more

You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down

You don't ever let me down
Got those cigarettes and cush
You don't ever let me down
All those other girls just look
They ain't never takin' your crown
And girl I know it gets on your nerves sometimes
When I don't answer my phone
And yeah I double back on my words at times
But please don't start with that tone, 'cause girl
I love you, you know, but I can't be there
But when I get home, just roll my weed, yeah
What's mine is yours, give you space to breathe here
Just weed and cush, that's a major key here
Yeah, then you play me a song
Smokin' smoke 'til we're wavy and gone
Come home from a long hard day with the dons
Like where's my baby? I'm sorry it's been long

I'm sorry that I'm late
And I missed your call
But you know night turn into day
I didn't stop to pause
I know I never see your face
And baby, that's my fault
But I'ma fix all my mistakes
So don't stress no more

You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down

As much as you feel you're a thorn
In the way that you feel, I come home
Every day when it rains
But it's real
Between us, ground so far beneath us
Sometimes I can't read ya
But it don't mean I won't treat ya
To a blunt full of that reefer
We may get in fights
But I could never see me leavin'
Somethin' 'bout our (?) the high can bring us
Sober just don't please us
If you're wondering, yeah I'm still here because I see us
But Mary makes it easy to talk to you
Aww, yeah
'Cause sometimes I just can't spill my thoughts to you
I took you in every day
At the end of every day I belong to you
Belong to you
I'll still pass the bong to you
I'll write a song to you
I'll do no wrong to you

I'm sorry that I'm late
And I missed your call
But you know night turn into day
I didn't stop to pause
I know I never see your face
And baby, that's my fault
But I'ma fix all my mistakes
So don't stress no more

You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
You got those cigarettes and cush
You don't ever let me down
I promise

You don't ever let me down
I won't ever let you down
'Cause you don't ever let me down
I won't ever let you down
'Cause you don't ever let me down
I can't ever let you down, down, down
Down, down, down, down

It's been like a month now
Since you left my side
Got me smokin' a blunt now
But there ain't no vibe
'Cause I fucked up badly
All I did was push
Now there's no more weed
No more cush
And I'm deep in the south side
And I can't find love
I was lookin' for my brown skin
Tryna find that buzz
Now what have you done, Stormz?
Now what have you caused?
And we weren't just bredrens
We were so much more
Girl you was my hero
The beat to my heart
And them tears on your face
Man they tear me apart
Man I just wanna fix you
Fix what I broke
No covers on the sofa
No more smoke
And I pray God saves you
Man I pray all night
I just wanna say thank you
'Cause you saved my life
But I cut you deep
And I know how it looks
Now there's no more weed
No more cush
No more cush
No more cush, yeah
Now there's no more cush
No more cush"
281,Snoop Dogg;Shon Lawon,Fly Away (feat. Shon Lawon),-1
282,Storie,Playing Games,-1
283,Ty Dolla $ign,Famous Friends,-1
284,2 Chainz;Ty Dolla $ign;Trey Songz;Jhene Aiko,It's A Vibe,"Yeah, hahaha
Yeah, ooh
Yah
 
That's a vibe (that's a vibe)
She wanna vibe, yeah (wanna vibe)
That's a vibe (that's a vibe)
Yeah, uh (that's a vibe)
That's a vibe (that's a vibe)
It's a vibe (it's a vibe)
That's a vibe, yeah (that's a vibe)
Yeah, yeah (that's a vibe)
Oh that's a vibe (that's a vibe)
Oh it's a vibe (it's a vibe)
That's a vibe (that's a vibe, that's a vibe, yeah, yeah)
That's a vibe (that's a vibe)
She wanna vibe, yeah (wanna vibe)
That's a vibe, yeah (that's a vibe)
Yeah, yeah
 
Yeah, that's a vibe
She wanna vibe
That's a vibe
This shit vibe, yeah, yeah
Late night
Oh it's a vibe
Let me slide
Oh it's a vibe, yeah, yeah
Dim the lights
Oh it's a vibe, yeah
Get high
It's a vibe, oh it's a vibe, yeah
 
It's a vibe
Don't you like?
Your pussy drippin'
Gushin', drippin' down your thighs
It's a vibe
Get high
Diggin' deep while I'm lookin' in your eyes
Vibe is the realest
I know you feel it (yah)
It's a vibe (vibe)
Different vibe
This my vibe, nigga
All the bitches like it

Okay, so I got the ambiance just where I want it (yeah)
And if you get paid, it's solely based on your performance (tru)
My ego is enormous like my crib in California (hmm)
If you ain't got no heart, man you gonna need a donor
Now I said I'm from the corner of the ATL (yah)
Where we got that clientele, avoid paper trails (right)
Broke so many bales down that I'm shell shocked (bow)
A hell Glock, sold rocks by the mailbox (ooh)
Still got a vibe, make a young chick turn her neck (alright)
Got a vibe, make a cougar wanna spend a check (check)
Got a vibe, make an Asian want hibachi (hibachi)
Got a vibe, Italian want Versace (Versace)
Carbon copies get declined, I'm the pioneer
Beat that pussy up, I need riot gear
Any volunteers?
Gas in a Ziploc, now that's loud and clear
This one outta here
This is our year
 
That's a vibe
That's a vibe
That's a vibe
Oh that's a vibe, yeah, yeah
That's a vibe
It's a vibe
It's a vibe
That's a vibe, yeah, yeah
It's a vibe
Am I your type?
Pussy tight
Maybe I'll spend the night, yeah, yeah
That's a vibe
Bust it, bust it wide
This the type of shit I like, yeah, yeah
That's a vibe
It's a vibe
That's a vibe
Oh it's a vibe, yeah, yeah
It's a vibe, yeah, yeah, yeah"
285,Gucci Mane;Rico Love,Miss My Woe (feat. Rico Love),-1
286,Big K.R.I.T.;CeeLo Green;Sleepy Brown,Get Up 2 Come Down (feat. CeeLo Green & Sleepy Brown),-1
287,SZA,Broken Clocks,-1
288,Omar Kadir,The Last Thing I Do,-1
289,Berhana,Janet,-1
290,Smino;T-Pain,Anita (feat. T-Pain) - Remix,-1
291,Ty Dolla $ign;YG,Ex (feat. YG),-1
292,TiRon & Ayomari,Airplane Mode,-1
293,Deante' Hitchcock,Thinking 'Bout You,-1
294,Caleborate,Soul,-1
