,Artist,Song,lyrics
2001,Ray J;Lil George,Thinking About You,-1
2002,Trey Songz,Forever Yours,
2003,Frank Ocean,Thinkin Bout You,"A tornado flew around my room before you came
Excuse the mess it made, it usually doesn't rain
In Southern California, much like Arizona
My eyes don't shed tears, but, boy, they bawl

When I'm thinkin' 'bout you, hoo, no, no, no
I've been thinkin' 'bout you, you know, know, know
I've been thinkin' 'bout you
Do you think about me still
Do ya, do ya

Or do you not think so far ahead (ahead)
Cause I been thinkin' 'bout forever, hoo (ooh)
Or do you not think so far ahead (ahead)
Cause I been thinkin' 'bout forever, hoo

No, I don't like you, I just thought you were cool enough to kick it
Got a beach house I could sell you in Idaho
Since you think I don't love you, I just thought you were cute
That's why I kiss you
Got a fighter jet, I don't get fly it, though

I'm lyin' down thinkin' 'bout you, hoo, no, no, no
I've been thinkin' 'bout you, you know, know, know
I've been thinkin' 'bout you
Do you think about me still
Do ya, do ya

Or do you not think so far ahead (ahead)
Cause I been thinkin' 'bout forever, hoo (ooh)
Or do you not think so far ahead (ahead)
Cause I been thinkin' 'bout forever, hoo

Yes, of course
I remember, how could I forget (how could I forget)
How you feel (how you feel)
And though you were my first time
A new feel

It won't ever get old, not in my soul
Not if my spirit keep it alive
We'll go down this road
Till it turns from color to black and white

Or do you not think so far ahead (ahead)
Cause I been thinkin' 'bout forever, hoo (ooh)
Or do you not think so far ahead (ahead)
Cause I been thinkin' 'bout forever, hoo"
2004,Keyshia Cole,Heaven Sent,"Sent from heaven.
Sent from heaven.

Now you can wait your whole life wondering
When it's gonna come or where it's been.
You may have got your heart broken
A few times in the past
Never last strong as it used to,
It don't feel as good as it used to (before)
And all the things you used to say,
Things you used to do, went right out the door

Ooh no more, will you be the one
That's what you tell everyone around you
But you know they've heard it all before
What more can you say
When love won't let you, walk away
You can't help who you love
And you find yourself giving it away
When you think you're in love

I wanna be the one who you believe
In your heart is sent from (sent from heaven)
There's a piece of me who leaves when you're gone
Because you're sent from (sent from heaven)
I wanna be the one who you believe
In your heart is sent from (sent from heaven)
There's a piece of me who leaves when you're gone
Because you're sent from (sent from heaven)

Now you can wait your whole life tryna change
What they feelings from what it's been
You may have put your whole life into a man
Love ain't what you thought that could've been.
Oh that's when you change
And you don't feel as good as you used to (before)
And all the things you used to say,
Everything you used to do went right out the door

Ooh no more, will you be the one
That's what you tell everyone around you
But you know they've heard it all before


What more can you say
When love won't let you, walk away
You can't help who you lust
And you find yourself giving it away
When you think you're in love

I wanna be the one who you believe
In your heart is sent from (sent from heaven)
There's a piece of me who leaves when you're gone
Because you're sent from (sent from heaven)
I wanna be the one who you believe
In your heart is sent from (sent from heaven)
There's a piece of me who leaves when you're gone
Because you're sent from (sent from heaven)

Everybody say
I wanna be the one you love
I wanna be (sent from heaven)
Everybody say
I wanna be the one you trust
I wanna be (sent from heaven)
Everybody say
I wanna be the one you need
I wanna be (sent from heaven)
Everybody say
I wanna be the one who
I wanna be the one who's (sent from above)

I wanna be the one who you believe
In your heart is sent from (sent from heaven)
There's a piece of me who leaves when you're gone
Because you're sent from (sent from heaven)
I wanna be the one who you believe
In your heart is sent from (sent from heaven)
There's a piece of me who leaves when you're gone
Because you're sent from (sent from heaven)

I wanna be the one who you believe
In your heart is sent from (sent from heaven)
There's a piece of me who leaves when you're gone
Because you're sent from (sent from heaven)"
2005,Jazmine Sullivan,Bust Your Windows,"I bust the windows out your car
And no it didn't mend my broken heart
I'll probably always have these ugly scars
But right now I don't care about that part

I bust the windows out your car
After I saw you laying next to her
I didn't wanna but I took my turn
I'm glad I did it 'cause you had to learn

I must admit it helped a little bit
To think of how you'd feel, when you saw it
I didn't know that I had that much strength
But I'm glad you see what happens when

You see you can't just play with people's feelings
Tell them you love them and don't mean it
You'll probably say that it was juvenile
But I think that I deserve to smile
Ha ha ha ha ha

I bust the windows out your car
You know I did it 'cause I left my mark
Wrote my initials with the crowbar
And then I drove off into the dark

I bust the windows out ya car
You should feel lucky that that's all I did
After five whole years of this bullshit
Gave you all of me and you played with it

Ooh ah...
I must admit it helped a little bit
To think of how you'd feel when you saw it
I didn't know that I had that much strength
But I'm glad you see what happens when...

You see you can't just play with people's feelings
Tell them you love them and don't mean it
You'll probably say that it was juvenile
But I think that I deserve to smile

(Incomprehensible) out ya car
But it don't comfort to my broken heart
You could never feel how I felt that day
Until it happens baby you don't know pain

Ooh Yeah I did it (Yeah I did it)
You should know it (You should know it)
I ain't sorry (I ain't sorry)
You deserved it (You deserved it)

After what you did to me (After what you did)
You deserved it (You deserved it)
I ain't sorry (I ain't sorry)
No no oh... (I ain't sorry)

You broke my heart
So I broke ya car
You caused me pain (You caused me pain)
So I did the same

Even though all that you did to me was much worse
I had to do something to make you hurt yeah
Oh but why am I still cryin'?
Why am I the one whose still cryin'?

Oh oh you really hurt me baby
You really you really hurt me baby
Hey, hey, hey
Hey, hey, hey
Hey hey hey hey
Now watch me yua
Now watch me ha ha ha

I bust the windows out ya car"
2006,Jazmine Sullivan,Need U Bad,"Oh

Ay, baby
Weh you ah deal wit?
We come tru a lot
A tings you know?
So wahamum to you?
Me make one
Likkle mistake
You wan dun us?

New Jazmine let's go

If I had you
Back in my world
I would prove
That I could be
A better girl
Oh, oh, oh
If you let me back in
I would sho'nuff never
Never let you go again
(Hey, baby)
I was so foolish
To ever
Leave your side
Searching
For what was right
Before my eyes
It was me
Who didn't realise
Till it was gone
But now I know
I need you in my life

Boy
I need you bad
As my heartbeat
(Bad like the food I eat)
Bad as the air I breath
(Baby, I want you bad)
I need you bad
I can't take this pain
(Bad I can't take this pain)
Boy
I'm 'bout to go insane
(Baby, I need you bad)
I need you
I need you
What I gotta do
(Baby I want you bad)
I need you
I need you
Do it all for you
(Baby, I need you)

Baby
There's nothing
I wouldn't do
To get back
What we had
When love was true
(Oh, oh, oh)
No lie
I'd give up
All I got
Just so
I could get back
In my spot
(Ooh)

Boy I need you bad
As a heartbeat
(Bad like the food I eat)
Bad like the air I breath
(Baby, I want you bad)
I need you bad
I can't take this pain
(Bad I can't take this pain)
Boy
I'm bout to go insane
(Baby, I need you bad)
'Cause I need you
I need you
What I gotta do
(Baby, I want you bad)
I need you
I need you
Do it all for you
(Baby, I need you)

Ah, Let's go

When you want him
So bad
And you gotta
Get him back
Say oh, oh, oh, oh
(Oh, oh, oh, oh)
'Cause if wrong
Ain't no better two
You are together
Say oh, oh, oh, oh
(Oh, oh, oh, oh)
If you believe in love
And you
Can't give him up
Say oh, oh, oh, oh
(Oh, oh, oh, oh)
If there's nothing
You won't do
To get back
With your boo say
Ooh

Boy
I need I you bad
As a heartbeat
(Bad like the food I eat)
Bad like the air I breath
(Baby, I want you bad)
I need you bad
I can't take this pain
(Bad I can't take this pain)
Boy
I'm bout to go insane
(Baby, I need you bad)
I need you
I need you
What I gotta do
(Baby, I want you bad)
I need you
I need you
Do it all for you
(Baby, I need you)

Me ah
Do dis for you
Baby
Me ah stand here
Wit my heart
Inna mi hand
Yuh no see mi?
Me can't tink mi
Can't eat
Mi can't breath
Wahamum to you
Why you
Ah mek mi qo tru
Dem suhmmin yah?
Come back to me baby
Yeah
Mi do anytinq fi you
Yuh hear?

Cool Up"
2007,Jamie Foxx;T-Pain,Blame It,"Blame it on the Goose
Got you feelin' loose
Blame it on the 'tron
Got you in the zone
Blame it on the a-a-a-a-a-alcohol
Blame it on the a-a-a-a-a-a-a-a-a-a-a-a-alcohol

Hey, she says she usually don't
But I know that she front
'Cause shorty know what she want
But she don't want to seem like she's easy
I hear you sayin' what you won't do
But you know we probably gon' do
What you been fiendin' deep insi-i-i-ide
Don't let it out-out now

Girl, what you drinkin'?
Go on, let it sink in
Here for the weekend
Thinkin' we can see what we could be if we press fast-forward
Just one more round and you're down; I know it
Fill another cup up
Feelin' on your ass what
You don't even care now
I was unaware
How fine you was before my buzz set in
My buzz set in

Blame it on the Goose
Got you feelin' loose
Blame it on the 'tron
Got you in the zone
Blame it on the a-a-a-a-a-alcohol
Blame it on the a-a-a-a-a-alcohol

Blame it on the vodka
Blame it on the Henny
Blame it on the Blue Tap
Got you feelin' dizzy
Blame it on the a-a-a-a-a-alcohol
Blame it on the a-a-a-a-a-a-a-a-a-a-a-a-alcohol

Oopsy! She spilled some drink on me
And now I'm knowin' she tipsy
She put her body on me and she keeps starin' me right in my eyes
No tellin' what I'm gon' do
Baby, I would rather show you
What you been missin' in your li-i-i-ife
When I get insi-i-i-ide

Girl, what you drinkin'?
Go on, let it sink in
Here for the weekend
Thinkin' we can see what we could be if we press fast forward
Just one more round if your down I'll pour it
Fill another cup up
Feelin' on your ass what
You don't even care now
I was unaware
How fine you was before my buzz set in
(My buzz set in)

Blame it on the Goose
Got you feelin' loose
Blame it on the 'tron
Got you in the zone
Blame it on the a-a-a-a-a-alcohol
Blame it on the a-a-a-a-a-alcohol

Blame it on the vodka
Blame it on the Henny
Blame it on the blue top got you feelin' dizzy
Blame it on the a-a-a-a-a-alcohol
Blame it on the a-a-a...

T-Pain. ""...Alcohol""
Girl, I know you feel good just like you look
Couple more shots you open up like a book
I ain't trippin'
('Cause I'm a read ya)
Shorty, I ain't trippin'
I just wanna please ya
I'm a take shot up Nuvo
Shorty, then you know it's goin' down we can go and kick it like judo
You know what I mean
Shorty got drunk, I thought it all was a dream
So I made her say ""Ah ah ah""
Now she got her hands on my leg
Got my seats all wet in my ride (All wet in my ride)
All over my ride (All over my ride)
She look me dead in the eye (Eye, eye)
Then my pants got bigger
She already knew what to figure
Had her lookin' at her boyfriend like ""Fuck that nigga""

Blame it on the Goose
Got you feelin' loose
Blame it on the 'tron
Got you in the zone
Blame it on the a-a-a-a-a-alcohol
Blame it on the a-a-a-a-a-a-a-a-a-a-a-a-alcohol

Now to the ballers poppin' bottles with they Henny in they cups
Screamin' ""Money ain't a thing""
If it ain't blow it up it's in the sky
And hold your drinks up high
Now to the independent bottles who can buy they own bottles
If you lookin' like a model when them broke fellas holla
Tell them ""Bye""
And hold your drinks up high! Alright

You can blame it on the Goose
Got you feelin' loose
Blame it on the 'tron
Got you in the zone
Blame it on the a-a-a-a-a-alcohol
Blame it on the a-a-a-a-a-alcohol

Blame it on the vodka
Blame it on the Henny
Blame it on the blue top got you feelin' dizzy
Blame it on the a-a-a-a-a-alcohol
Blame it on the a-a-a-a-a-a-a-a-a-a-a-a-alcohol"
2008,Jamie Foxx;Chris Brown,You Changed Me,"Don't talk to me
Don't talk to me, I'm serious
Oh, you don't even know
Oh baby get it over
Now it's starting to show

Ain't no sense in frontin' when you know I got a thing for you
Ain't no other girls in mind it's me and you baby, I love you
Used to be the kind of nigga never wanna settle down
'Cause you changed me baby
'Cause you changed me baby
'Cause you changed me baby
'Cause you changed me baby

Said I'd never settled down
I'm with you girl, look at me now
'Cause you changed me baby
I be a player for life
You switched that all up in one night, oh baby
Ain't no sense in frontin' when you know I got a thing for you
Ain't no other girls in mind it's me and you baby, I love you
Used to be the kind of nigga never wanna settle down

Not just the physical
You mentally stimulate me
I'm really in love that's crazy
Girl you can't even save me
You got me thinkin' 'bout us havin' us some babies
Everything about love got me like
Baby come home and put it on me tonight
I want it right now girl I can't even lie
Fuck them other girls, they ain't you
You're the only one I need and that's the truth, oh baby

Ain't no sense in frontin' when you know I got a thing for you
Ain't no other girls in mind it's me and you baby, I love you
Used to be the kind of nigga never wanna settle down
'Cause you changed me baby (Been searchin' for the answers baby)
'Cause you changed me baby (Never met a girl that made my life this good)
'Cause you changed me baby

Girl it ain't just me
Tell 'em how you feel Breezy

You know what I'm missin', fiendin' for your kisses
All night on my phone, when you talk I listen
Sexin' all in the kitchen
Breakin' all of these dishes
Your crib or my bed, it don't make a difference
I'm lickin' on your body girl I'm feelin' on your booty
Now you really wanna do the nasty
Girl I love it when you get on your knees you make me disappear like magic
Girl you don't even know
All the bitches I let go, for you

Ain't no sense in frontin' when you know I got a thing for you
Ain't no other girls in mind it's me and you baby, I love you
Used to be the kind of nigga never wanna settle down
'Cause you changed me baby (All the things I used to be I ain't no more)
'Cause you changed me baby
'Cause you changed me baby (Shorty you the change that I been hopin' for)
'Cause you changed me baby (Oh yeah you changed me baby)

Said I'd never settled down
I'm with you girl, look at me now
'Cause you changed me baby
I be player for life
You switched that all up in one night, oh baby
Ain't no sense in frontin' when you know I got a thing for you
Ain't no other girls in mind it's me and you baby, I love you
Used to be the kind of nigga never wanna settle down

'Cause you changed me baby

You know I've been all over the world, man
I had really gave up on this shit, you know
Finally met a girl that do for me though
It's crazy, it's like a dream
I think I got me one"
2009,Jamie Foxx;Ludacris,Unpredictable - Main,-1
2010,Jamie Foxx;Drake,Fall For Your Type,"Can I, Can I
Save you from you.
Cause you know there's something missing
And that champagne you've been sipping
Not supposed to make you different all the time
Starting to feel, like the wrong thing to do girl
'Cause with all the recognition
It gets hard for you to listen
To the things that imma say to make you mine

But live girl, have some fun girl
We'll be fine
Tryin' to convince myself I've found one
Making the mistake I never learn from.

I swear I always- Fall- for your type (yeah)
For your type
Tell me why I- Always- Fall- for your type
For your type
(I just can't explain this sh-t at all)
Fall- For your type
(I just can't explain this sh-t at all)
Fall- For your type
(I believe in people like you)

So who am I to judge you on the past girl
I bet there's a areason for it all
You say that you're nothing like the last girl
I just pray that you don't let me down right now
It's too late, I'm already yours
You just gotta promise me, hearts won't break and end up like before

I swear I- Always- Fall- for your type (yeah)

For your type
Tell me why I- Always- Fall- for your type
For your type

Look, dress hanging off your shoulder, barely sober
Telling me how you movin away and startin over
Girl quit playing you just drunk you just saying sh-t
Oh you dance, dance like how, like ballet and sh-t
Oh, wait, no, I get it girl, I'm with it
I've been down this road before and yeah I skidded but forget it
Damn, damn, I wonder why I never learned my lesson
It's feeling like a second chance and it's the first impression
And I heard there's nothing new except for someone new
But how you supposed to find the one when anyone will come with you
Talking to myself but I never listen,
'Cause man it's been a while, and I swear that this ones different
That's why I'mma take you anywhere you wanna go
Let you meet my friends so they can lecture me again about
How reckless I have been
And I'm slowly running out of all the time that I invested
Making all the same mistakes
And I swear I'm just trying to correct it and I fall

I swear I- Always- Fall- for your type (yeah)
For your type
Tell me why I- Always- Fall- for your type
For your type
(I just can't explain this sh-t at all)
Fall- For your type
(I just can't explain this sh-t at all)
Fall- For your type
(I believe in people like you)"
2011,Omarion,Ice Box,"Omarion
Fussin' and fightin' we back at it again
I know that it's my fault you don't understand, no
I got memories, this is crazy
You ain't nothin' like the girl I used to know
Good with Mom, good with Pop, cool with all my niggas (niggas)
I should try, truth is I wanna let you in, but no
Damn these memories and it's crazy
You ain't nothin' like the girl I used to know, oh

Girl I really wanna work this out 'cause I'm tired of fightin'
And I really hope you still want me the way I want you
I said I really wanna work this out, damn girl I'm tryin'
It's no excuse, no excuse

Omarion
But I got this Icebox where my heart used to be
Said I got this Icebox where my heart used to be

Timbaland
I'm so cold, I'm so cold, I'm so cold, I'm so cold
I'm so cold, I'm so cold, I'm so cold

Omarion
But I got this Icebox where my heart used to be
Said I got this Icebox where my heart used to be

Timbaland
I'm so cold, I'm so cold, I'm so cold, I'm so cold
I'm so cold, I'm so cold, I'm so cold

Omarion
Why can't I get it right? Just can't let it go?
I opened up, she let me down, I won't feel that no more
I got memories, this is crazy
She ain't nothin' like the girl I used to know
I don't mean to take it out on you baby but I can't help it
'Cause my heart is in the same ol' condition that baby left it
And I, I apologize, for makin' you cry
Took me in my eyes and promise you won't do me the same

Girl I really wanna work this out 'cause I'm tired of fightin'
And I really hope you still want me the way I want you
I said I really wanna work this out, damn girl I'm tryin'
It's no excuse, no excuse

Omarion
I got this Icebox where my heart used to be
Said I got this Icebox where my heart used to be

Timbaland
I'm so cold, I'm so cold, I'm so cold, I'm so cold

Both:
I'm so cold, I'm so cold, I'm so cold

Omarion
I got this Icebox where my heart used to be
Said I got this Icebox where my heart used to be

Timbaland
I'm so cold, I'm so cold, I'm so cold, I'm so cold
I'm so cold, I'm so cold, I'm so cold

Timbaland
I don't wanna be stuck off in this cold cold world
Don't wanna mess this up better keep your eye on me girl
Don't wanna mess this up better keep your eye on me girl
Don't wanna mess this up better keep your eye on me girl

Omarion
I don't wanna be stuck off in this cold cold world
'Cause I don't wanna be
Don't wanna mess this up better keep your eye on me girl
Don't wanna mess this up better keep your eye on me girl
Don't wanna mess this up better keep your eye on me girl

Girl I really wanna work this out 'cause I'm tired of fightin'
And I really hope you still want me the way I want you
I said I really wanna work this out, damn girl I'm tryin'
It's no excuse, no excuse

Omarion
I said I got this Icebox where my heart used to be
I got this Icebox where my heart used to be

Timbaland
I'm so cold, I'm so cold, I'm so cold, I'm so cold
I'm so cold, I'm so cold, I'm so cold

Omarion
Now I got this icebox where my heart used to be
I got this icebox where my heart used to be

Timbaland
I'm so cold, I'm so cold, I'm so cold, I'm so cold
I'm so cold, I'm so cold, I'm so cold

Omarion
Girl I really wanna work this out 'cause I'm tired of fightin'
Fightin'"
2012,Omarion,Don't Leave,"Don't leave me now, now that I've turned around
Don't leave me now
'Cause I finally figured it out

Don't leave me now
'Cause you deserve to keep the
Man you made out of me

I don't wanna fight, I don't wanna hurt
Don't want you to cry, I don't wanna do dirt no more
Go get back the keys, don't walk out the door
Need you here with me, girl this love is worth fighting for

Don't leave me
Don't leave me (no more)
Don't leave me
Don't leave me, no

Don't leave me now, and all the games that a nigga played 
Done finally drove you away
Don't leave me now
'Cause I can do better, girl I can do better
Don't leave me now
You see I don't do you the same, I done fell off
Now you wanna walk away, baby hell no

I don't wanna fight, I don't wanna hurt
Don't want you to cry, I don't wanna do dirt no more
Go get back the keys, don't walk out the door
Need you here with me, girl this love is worth fighting for

Don't leave me
Don't leave me (no more)
Don't leave me
Don't leave me, no

Say you 'bout to leave but what you goin' for?
You already know I ain't bout to let you roll like that
You'll be talking shit and I'll just go along
Even if you go, I know that you gon' roll right back
She say that I don't listen, I do the big things but the little shit, I'm missing
She really just wanna fuck with a nigga that's official
I promise that I'm tryin' to give you my last initial

'Cause I don't wanna go crazy
But you driving me there
Now you fucking with my ego
But baby I don't care

I don't wanna fight, I don't wanna hurt
Don't want you to cry, I don't wanna do dirt no more
Go get back the keys, don't walk out the door
Need you here with me, girl this love is worth fighting

Don't leave me
Don't leave me (no more)
Don't leave me
Don't leave me, no"
2013,Bow Wow;Omarion,Girlfriend,"Bow Wow and Omarion
Uh
So special
LB Dub
Ah
That's my girl, yeah
True that
That's my girl
That's right
She with me homie
Omarion yeah
Yep! Uh
[And Bow Wow yeah
Yep! Uh
Yeah yeah, yeah
I'm sayin' O
Lemme tell you what my girlfriend looking like
Holla at the people man
Hey

(Verse 1: Omarion)
She be rockin' them D&G's
Her jeans be riding low
Homies breakin they neck
Just to see how far they go down down
Shawty put it on me like a pro
They say she got my head gone (yep)
She got my head gone (Shol is)
I can't even lie
She put it on me (Shol is)
I can't even lie
She got me homie (Shol is)
I'll fight you, Try to take her from me
'Cause she's all I got
'Cause she's all I got

You got
Baby you got that good stuff
Good love
Put it on me
Can't get enough
Yep, that's my girlfriend
Yep, that's my girlfriend
Yep, that's my girlfriend
Yep, that's my girlfriend
All mine, all mine
Shawty with me all the time
Stay hot, stay fly
Keep her right by my side, (she so fine yeah, yeah)
Yep, that's my boyfriend
Yep, that's my girlfriend
Yep, that's my boyfriend
Yep, that's my girlfriend

She got a body of a stripper man, stripper man (stripper man)
She be doing her lil dance
So I tip her man (I tip her man)
And man she hood wit it
So fine (uh huh)
Lil mama
So fly (yeah)
Do anything for the b-o-dub
And that's why she stay right by my side
Like LL, she so bad
She likes when my True's sag
My tattoos, she like that
Anything she want, she got that
Them other broads, can fall back
They hate 'cause they wanna be where you at
She number one like T-mac
What nigga gonna do you like that

You got
Baby you got that good stuff (you got that good stuff)
Good love (good looove)
Put it on me
Can't get enough (put it on my baaby)
Yep, that's my boyfriend
Yep, that's my girlfriend
Yep, that's my boyfriend (and please believe you gon always be my girl)
Yep, that's my girlfriend
All mine, all mine (she rockin' that Louie V)
Shawty with me all the time
Stay hot, stay fly
Keep her right by my side, (and she so fine can't you see)
Yep, that's my boyfriend
Yep, that's my girlfriend
Yep, that's my boyfriend
Yep, that's my girlfriend

Shawty got keys to my car
Keys to my crib
Always where I is
Always paying the bills (yeah)
I keep it G
Yeah shawty put me down
I spend a G every time she comes around
She's my girl but I wanna tip her, yeah
And her body's built like a stripper, yeah
We keep it hot up in that Range
With the feet up on the dashboard, dashboard
She'll do anything I like (yeah, yeah)

You got
Baby you got that good stuff
Good love
Put it on me
Can't get enough
Yep, that's my boyfriend
Yep, that's my girlfriend
Yep, that's my boyfriend
Yep, that's my girlfriend
All mine, all mine
Shawty with me all the time (she be with me all the time)
Stay hot, stay fly
Keep her right by my side, (oh, she's so beautiful)
Yep, that's my boyfriend
Yep, that's my girlfriend
Yep, that's my boyfriend
Yep, that's my girlfriend

Oh I won't give you up girl
You've got that (fire love)
People might hate us
But you'll always be my girl
(Don't be mad at me)
(Cause my girl is all mines, all mines) {sheee's all minnne}
That's my baby, that's my girl
And I need her in my world
She's got me going craaaaazy
(Craaaazy baaaby)

You got
Baby you got that good stuff
Good love (she got that good stuff and that good looove)
Put it on me
Can't get enough
Yep, that's my girlfriend (yeah yeah yeah yeah)
Yep, that's my boyfriend
Yep, that's my girlfriend
Yep, that's my boyfriend
All mine, all mine
Shawty with me all the time (shawty wit me all the time)
Stay hot, stay fly
Keep her right by my side, (she so fine can't you see man)
Yep, that's my girlfriend
(Can you hear me man)
Yep, that's my boyfriend
(Can you hear me man)
Yep, that's my girlfriend
('Cause that's my girrlll)
Yep, that's my boyfriend

Bow Wow Talks while Omarion gettin' it in the background:
Yeah man, uh
That's my lil mami, you know what I'm talkin' about
I fly G5, she fly G5
I stay fly, she stay fly
Simply as that
Aye man I even got the matching dog paw chain
You know what I'm sayin' to match my iced out dog paw chain
You know what I mean

Said that's my girlfriend (yep)
You see, said that's my girlfriend (yep)
{We got another hit O}
You see, See she my girlfriend
Rockin' that O chain
Yeah that's me man
Woo
I know you can tell she with me right?
Say man, just ask her

You can catch me man,
Ridin' with the top down in my red L430 man
She sittin' right there by my side
All day you know what I'm talkin' about

Bow Wow
(Me)
Omarion

Yep

And cut

L - B - DUB gang
Ah
T - U - G yeah"
2014,R. Kelly,Bump n' Grind,"My mind's telling me no
But my body, my body's telling me yes
Baby, I don't want to hurt nobody
But there is something that I must confess to you

I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, ba-baby
I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, hey

Lookee here, see I know just what you want
And I know just what you need, girl
So baby bring your body to me, bring your body here
I'm not fooling around with you
Baby, my love is true
With you is where I wanna be

Girl you need someone, someone like me, yeah
To satisfy your every need

I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, baby baby, I do't see
I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, bump n' grind, baby hey

You say he's not treating you right
Lady, spend the night
I'll love you like you need to be loved
Girl, want you try some of me

No need to look no more
Because I opened up my doors
You'll never, you'll never want another lover
Baby, you'll never find another me

You see you need someone, someone like me, baby
To make love to you baby constantly

I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, grind oh
I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, baby baby alright

I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, I don't see, I don't see nothin' wrong
I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, nothin' wrong, nothin' wrong, nothin' wrong
I don't see nothing wrong with a little bump n' grind
I don't see nothing wrong, come on, come on"
2015,Mario,I Choose You,"Heh, you know
Someone loses someone they love everyday
And I'm fortunate to still have you in my life
'Cause I know I made some mistakes in the past but
I'm tired of making excuses
Listen

For whatever might have been
And all that it never was
Whatever I couldn't see
And all that I didn't want

There was a method to my madness girl
That wasn't clear to me
Until the day I saw your face
When I saw everything

For I saw us dancing through sunshine and rain
And I saw us laughing through joy and through pain
And I saw time passing but we did not change
And I still saw us together at the end of every day

Whenever you want it
Whenever you need it
Whatever you feel like, it's gon' be like
You better believe it
Whenever you feel like dancing
You don't have to dance alone, no
You know, you know, you know
You should already know
I choose you
I choose you
I choose you
I choose you
I choose you
I choose you
I choose you
I choose you

I felt you inside myself
Before I could even feel
I knew you like no one else
But still I couldn't tell, Oh
Girl, none of it made sense to me
Girl, none of it was real
Until the day I saw your face
And it was clear to see

Whenever you want it (Whenever you want it)
Whenever you need it (Whenever you need it, baby)
Whatever you feel like, it's gon' be like
You better believe it (You better believe it)
Whenever you feel like dancing
You don't have to dance alone, no (Oh, no)
You know, you know, you know
You should already know
I choose you (I choose you, baby)
I choose you (I choose you, girl)
I choose you
I choose you (You know that I choose you)
I choose you
I choose you
I choose you
I choose you

Throughout our times, people have searched their lives
Hoping that they might find the chance where they can make things right
Through my desire, thank God I found the fire
Oh, for everything has led me straight to you (Youuuu...)

Whenever you want it
Whenever you need it (Baby)
Whatever you feel like, it's gon' be like
You better believe it (Oh, you better believe it)
Whenever you feel like dancing
You don't have to dance alone, no
You know, you know, you know
You should already know
I choose you
I choose you
I choose you
I choose you
I choose you
I choose you
I choose you (Yeah, oh baby darling)
I choose you (Said I'm choosing you)

I choose you (Oh baby baby)
I choose you (Girl I made up my mind)
I choose you (And I choose you)
I choose you
I choose you
I choose you
I choose you
I choose you"
2016,Tyrese,Shame,-1
2017,Keith Sweat;Athena Cage,Nobody (feat. Athena Cage) - Remastered Single Version,"I want to tease you, I want to please you
I want to show you, baby, that I need you
I want your body, till the very last drop
I want you to holler, when you want me to stop

And who can love you like me (Nobody)
Who can sex you like me (Nobody)
Who can treat you like me now, baby (Nobody)
Nobody, baby (Nobody)
And who can do it like me (Nobody)
And who can give you what you need (Nobody)
Who can do you all night long (Nobody)
Nobody, baby (Nobody)

Athena Cage:
I want the night, for me and you
So come here baby, and let me do it to you
Don't be afraid, 'cause I won't bite
I promise to give it to you just the way you like

And who can love you like me (Nobody)
Who can sex you like me (Nobody)
Who can lay your body down (Nobody)
Nobody, baby (Nobody)
And who can treat you like me (Nobody)
Who can give you what you need (Nobody)
And who can do you all night long (Nobody)
Nobody, baby (Nobody)

And the band keeps playing on

Together:
O-o-on and o-on
O-o-on and o-on
O-o-on and o-on
Nobody, baby

O-o-on and o-on
O-o-on and o-on
O-o-on and o-on
Nobody, baby

Keith Sweat:
I want you, right now for my lover (Oh yes I do)
Place no one above you (Oh yes I do)
If you need love, I'll be right there, baby
I'll be right there, baby (Oh yes I do)
Oh yes I will baby
Oh yes I will baby

And who will love you like me (Nobody)
Who can sex your body like me baby (Nobody)
Who can do it like me, baby (Nobody)
No, no, no, no, no (Nobody)

Who can lay you down just like me (Nobody)
Who can kiss you all over your body, baby (Nobody)
(I'm gonna caress your body)"
