Lyrics
"Like a fool I went and stayed too long*LBT*
Now I'm wondering if your love's still strong*LBT*
Oo baby, here I am,*LBT*
Signed, sealed delivered, I'm yours*LBT*
Then that time I went and said goodbye*LBT*
Now I'm back and not ashamed to cry*LBT*
Oo baby, here I am,*LBT*
Signed, sealed delivered, I'm yours*LBT*
*LBT*
Here I am baby*LBT*
Oh, you've got the future in your hand*LBT*
(signed, sealed delivered, I'm yours)*LBT*
*LBT*
Here I am baby,*LBT*
Oh, you've got the future in your hand*LBT*
(signed, sealed, delivered, I'm yours)*LBT*
*LBT*
I've done alot of foolish things*LBT*
That I really didn't mean*LBT*
Hey, hey, yea, yea, didn't I, oh baby*LBT*
*LBT*
Seen alot of things in this old world*LBT*
When I touched them they did nothing, girl*LBT*
*LBT*
Oo baby, here I am, signed, sealed delivered,*LBT*
I'm yours, oh I'm yours*LBT*
Oo-wee babe you set my soul on fire*LBT*
That's why I know you are my only desire*LBT*
*LBT*
Oo baby, here I am, signed, sealed delivered,*LBT*
I'm yours Here I am baby*LBT*
Oh, you've got the future in your hand*LBT*
(signed, sealed delivered, I'm yours)*LBT*
*LBT*
Here I am baby,*LBT*
Oh, you've got the future in your hand*LBT*
(signed, sealed, delivered, I'm yours)*LBT*
*LBT*
I've done alot of foolish things*LBT*
That I really didn't mean*LBT*
I could be a broken man but here I am*LBT*
*LBT*
With your future, got your future babe (here I am baby)*LBT*
Here I am baby (signed, sealed delivered, I'm yours)*LBT*
Here I am baby, (here I am baby)*LBT*
Here I am baby (signed, sealed delivered, I'm yours)*LBT*
Here I am baby, (here I am baby)*LBT*
Here I am baby (signed, sealed delivered, I'm yours)

*LBT**LBT*"
"Uh-huh huh huhhh*LBT*
Let me tell ya now*LBT*
Uh-huh*LBT*
(Mmhhmmm)*LBT*
*LBT*
When I had you to myself, I didn't want you around*LBT*
Those pretty faces always made you stand out in a crowd*LBT*
But someone picked you from the bunch, one glance was all it took*LBT*
Now it's much too late for me to take a second look*LBT*
*LBT*
Oh baby, give me one more chance*LBT*
(To show you that I love you)*LBT*
Won't you please let me back in your heart*LBT*
Oh darlin', I was blind to let you go*LBT*
(Let you go, baby)*LBT*
But now since I see you in his arms*LBT*
(I want you back)*LBT*
Yes I do now*LBT*
(I want you back)*LBT*
Ooh ooh baby*LBT*
(I want you back)*LBT*
Yeah yeah yeah yeah*LBT*
(I want you back)*LBT*
Na na na na*LBT*
*LBT*
Trying to live without your love is one long sleepless night*LBT*
Let me show you, girl, that I know wrong from right*LBT*
Every street you walk on, I leave tear stains on the ground*LBT*
Following the girl I didn't even want around*LBT*
*LBT*
Let me tell ya now*LBT*
Oh baby, all I need is one more chance*LBT*
(To show you that I love you)*LBT*
Won't you please let me back in your heart*LBT*
Oh darlin', I was blind to let you go*LBT*
(Let you go, baby)*LBT*
But now since I see you in his arms*LBT*
*LBT*
All I want...*LBT*
All I need...*LBT*
All I want!*LBT*
All I need!*LBT*
*LBT*
Oh, just one more chance*LBT*
To show you that I love you*LBT*
Baby baby baby baby baby baby!*LBT*
(I want you back)*LBT*
Forget what happened then*LBT*
(I want you back)*LBT*
And let me live again!*LBT*
*LBT*
Oh baby, I was blind to let you go*LBT*
But now since I see you in his arms*LBT*
(I want you back)*LBT*
Spare me of this cause*LBT*
(I want you back)*LBT*
Give me back what I lost!*LBT*
*LBT*
Oh baby, I need one more chance, hah*LBT*
I tell you that I love you*LBT*
Baby, oh! Baby, oh! Baby, oh!*LBT*
I want you back!*LBT*
I want you back!*LBT*
<i>[Fade out]</i>

*LBT**LBT*"
"When the night has come*LBT*
And the land is dark*LBT*
And the moon is the only light we'll see*LBT*
No I won't be afraid, no I won't be afraid*LBT*
Just as long as you stand, stand by me*LBT*
*LBT*
And darlin', darlin', stand by me, oh now now stand by me*LBT*
Stand by me, stand by me*LBT*
*LBT*
If the sky that we look upon*LBT*
Should tumble and fall*LBT*
And the mountains should crumble to the sea*LBT*
I won't cry, I won't cry, no I won't shed a tear*LBT*
Just as long as you stand, stand by me*LBT*
*LBT*
And darlin', darlin', stand by me, oh stand by me*LBT*
Stand by me, stand by me, stand by me-e, yeah*LBT*
*LBT*
Whenever you're in trouble won't you stand by me, oh now now stand by me*LBT*
Oh stand by me, stand by me, stand by me*LBT*
*LBT*
Darlin', darlin', stand by me-e, stand by me*LBT*
Oh stand by me, stand by me, stand by me

*LBT**LBT*"
"I need love, love*LBT*
To ease my mind*LBT*
I need to find, find someone to call mine*LBT*
But mama said*LBT*
*LBT*
You can't hurry love*LBT*
No, you just have to wait*LBT*
She said love don't come easy*LBT*
It's a game of give and take*LBT*
*LBT*
You can't hurry love*LBT*
No, you just have to wait*LBT*
You got to trust, give it time*LBT*
No matter how long it takes*LBT*
*LBT*
But how many heartaches*LBT*
Must I stand before I find a love*LBT*
To let me live again*LBT*
Right now the only thing*LBT*
That keeps me hangin' on*LBT*
When I feel my strength, yeah*LBT*
It's almost gone*LBT*
I remember mama said:*LBT*
*LBT*
You can't hurry love*LBT*
No, you just have to wait*LBT*
She said love don't come easy*LBT*
It's a game of give and take*LBT*
*LBT*
How long must I wait*LBT*
How much more can I take*LBT*
Before loneliness will cause my heart*LBT*
Heart to break?*LBT*
*LBT*
No I can't bear to live my life alone*LBT*
I grow impatient for a love to call my own*LBT*
But when I feel that I, I can't go on*LBT*
These precious words keeps me hangin' on*LBT*
I remember mama said:*LBT*
*LBT*
You can't hurry love*LBT*
No, you just have to wait*LBT*
She said love don't come easy*LBT*
It's a game of give and take*LBT*
*LBT*
You can't hurry love*LBT*
No, you just have to wait*LBT*
She said trust, give it time*LBT*
No matter how long it takes*LBT*
*LBT*
No, love, love don't come easy*LBT*
But I keep on waiting*LBT*
Anticipating for that soft voice*LBT*
To talk to me at night*LBT*
For some tender arms*LBT*
To hold me tight*LBT*
I keep waiting*LBT*
I keep on waiting*LBT*
But it ain't easy*LBT*
It ain't easy*LBT*
But mama said:*LBT*
*LBT*
You can't hurry love*LBT*
No, you just have to wait*LBT*
She said to trust, give it time*LBT*
No matter how long it takes*LBT*
*LBT*
You can't hurry love*LBT*
No, you just have to wait*LBT*
She said love don't come easy*LBT*
It's a game of give and take*LBT*
<i>[repeat and fade]</i>

*LBT**LBT*"
"For once in my life I have someone who needs me*LBT*
Someone I've needed so long*LBT*
For once, unafraid, I can go where life leads me*LBT*
And somehow I know I'll be strong*LBT*
*LBT*
For once I can touch what my heart used to dream of*LBT*
Long before I knew*LBT*
Someone warm like you*LBT*
Would make my dreams come true*LBT*
*LBT*
For once in my life I won't let sorrow hurt me*LBT*
Not like it's hurt me before*LBT*
For once, I have something I know won't desert me*LBT*
I'm not alone anymore*LBT*
*LBT*
For once, I can say, this is mine, you can't take it*LBT*
As long as I know I have love, I can make it*LBT*
For once in my life, I have someone who needs me

*LBT**LBT*"
"I've got sunshine on a cloudy day.*LBT*
When it's cold outside I've got the month of May.*LBT*
*LBT*
I guess you'd say*LBT*
What can make me feel this way?*LBT*
My girl (my girl, my girl)*LBT*
Talkin' 'bout my girl (my girl).*LBT*
*LBT*
I've got so much honey the bees envy me.*LBT*
I've got a sweeter song than the birds in the trees.*LBT*
*LBT*
Well, I guess you'd say*LBT*
What can make me feel this way?*LBT*
My girl (my girl, my girl)*LBT*
Talkin' 'bout my girl (my girl).*LBT*
*LBT*
Hey hey hey*LBT*
Hey hey hey*LBT*
Ooooh.*LBT*
*LBT*
I don't need no money, fortune or fame.*LBT*
I've got all the riches, baby, one man can claim.*LBT*
*LBT*
Well, I guess you'd say*LBT*
What can make me feel this way?*LBT*
My girl (my girl, my girl)*LBT*
Talkin' 'bout my girl (my girl).*LBT*
*LBT*
I've got sunshine on a cloudy day*LBT*
With my girl.*LBT*
I've even got the month of May*LBT*
With my girl*LBT*
Talkin' 'bout*LBT*
Talkin' 'bout*LBT*
Talkin' 'bout*LBT*
My girl*LBT*
Ooooh*LBT*
My girl*LBT*
As long as I can talk about my girl...

*LBT**LBT*"
"Music is a world within itself*LBT*
With a language we all understand*LBT*
With an equal opportunity*LBT*
For all to sing, dance and clap their hands*LBT*
But just because a record has a groove*LBT*
Don't make it in the groove*LBT*
But you can tell right away at letter A*LBT*
When the people start to move*LBT*
*LBT*
They can feel it all over*LBT*
They can feel it all over people*LBT*
They can feel it all over*LBT*
They can feel it all over people*LBT*
*LBT*
Music knows it is and always will*LBT*
Be one of the things that life just won't quit*LBT*
But here are some of music's pioneers*LBT*
That time will not allow us to forget*LBT*
For there's Basie, Miller, Satchmo*LBT*
And the king of all Sir Duke*LBT*
And with a voice like Ella's ringing out*LBT*
There's no way the band can lose*LBT*
*LBT*
You can feel it all over*LBT*
You can feel it all over people*LBT*
You can feel it all over*LBT*
You can feel it all over people*LBT*
*LBT*
You can feel it all over*LBT*
You can feel it all over people*LBT*
You can feel it all over*LBT*
You can feel it all over people*LBT*
*LBT*
You can feel it all over*LBT*
You can feel it all over people*LBT*
You can feel it all over*LBT*
You can feel it all over people*LBT*
*LBT*
You can feel it all over*LBT*
You can feel it all over people*LBT*
You can feel it all over*LBT*
I can feel it all over-all over now people*LBT*
*LBT*
Can't you feel it all over*LBT*
Come on let's feel it all over people*LBT*
You can feel it all over*LBT*
Everybody-all over people

*LBT**LBT*"
"I've been crying (ooh, ooh)*LBT*
'Cause I'm lonely (for you)*LBT*
Smiles have all turned (to tears)*LBT*
But tears won't wash away the fears*LBT*
*LBT*
That you're never ever gonna return*LBT*
To ease the fire that within me burns*LBT*
It keeps me crying baby for you*LBT*
Keeps me sighin' baby for you*LBT*
*LBT*
So won't you hurry*LBT*
Come on boy, see about me*LBT*
(Come see about me)*LBT*
See about you baby*LBT*
(Come see about me)*LBT*
*LBT*
I've given up my friends just for you*LBT*
My friends are gone and you have too*LBT*
No peace shall I find*LBT*
Until you come back and be mine*LBT*
*LBT*
No matter what you do or say*LBT*
I'm gonna love you anyway*LBT*
Keep on crying baby for you*LBT*
I'm gonna keep sighin' baby for you*LBT*
*LBT*
So come on hurry*LBT*
Come on and see about me*LBT*
(Come see about me)*LBT*
See about you baby*LBT*
(Come see about me)*LBT*
*LBT*
Sometime's up (ooh, ooh)*LBT*
Sometime's down (ooh, ooh)*LBT*
My life's so uncertain (ooh, ooh)*LBT*
With you not around (ooh, ooh)*LBT*
*LBT*
From my arms you maybe out of reach*LBT*
But my heart says you're here to keep*LBT*
Keeps me crying baby for you*LBT*
Keep on, keep on crying baby for you*LBT*
*LBT*
So won't you hurry*LBT*
Come on boy, see about me*LBT*
(Come see about me)*LBT*
See about you baby*LBT*
(Come see about me)*LBT*
*LBT*
You know I'm so lonely*LBT*
(Come see about me)*LBT*
I love you only*LBT*
(Come see about me)*LBT*
*LBT*
See about your baby*LBT*
(Come see about me)*LBT*
Hurry, hurry*LBT*
(Come see about me)

*LBT**LBT*"
"AAAAAAAAAAAAAAAAAAAW!!! *LBT*
*LBT*
OH! *LBT*
*LBT*
Say it now! *LBT*
*LBT*
I'm back! *LBT*
*LBT*
I'm back! *LBT*
*LBT*
I'm back! *LBT*
*LBT*
I'm back! *LBT*
*LBT*
Get up offa that thing, *LBT*
and dance 'till you feel better, *LBT*
Get up offa that thing, *LBT*
and dance 'till you, sing it now! *LBT*
Get up offa that thing, *LBT*
and dance 'till you feel better, *LBT*
Get up offa that thing, *LBT*
and try to release that pressure! *LBT*
Get up offa that thing, *LBT*
and shake 'till you feel better, *LBT*
Get up offa that thing, *LBT*
and shake it, say it now! *LBT*
Get up offa that thing, *LBT*
and shake 'till you feel better, *LBT*
Get up offa that thing, *LBT*
and try to release that pressure! *LBT*
Get up off! *LBT*
Ha! *LBT*
Good God! *LBT*
So good! *LBT*
*LBT*
Ha! *LBT*
Everybody ready?! *LBT*
*LBT*
Follow me! *LBT*
*LBT*
Get up offa that thing, *LBT*
and shake 'till you feel better, *LBT*
Get up offa that thing, *LBT*
and shake it, sing it now! *LBT*
Get up offa that thing, *LBT*
and shake 'till you feel better, *LBT*
Get up offa that thing, *LBT*
and try to release that pressure! *LBT*
Get up offa that thing, (Ha!) *LBT*
and twist 'till you feel better, *LBT*
Get up offa that thing, *LBT*
and shake 'till you, sing it now! *LBT*
Get up offa that thing, *LBT*
and shake 'till you feel better, *LBT*
Get up offa that thing, *LBT*
and try to release that pressure! *LBT*
*LBT*
Huh! *LBT*
Get funky! *LBT*
*LBT*
So good, Uh! *LBT*
I'm first to stop, ha! *LBT*
I've told them now, ha! *LBT*
Uh! *LBT*
Ha! *LBT*
Ohio player!*LBT*
Can you hit it one time, from the top?! *LBT*
Get up offa that thing, *LBT*
and dance to try, you better!*LBT*
Get up offa that thing, *LBT*
and... Help me! *LBT*
Get up offa that thing, *LBT*
and dance 'till you feel better! *LBT*
Get up offa that thing, *LBT*
and try to release that pressure! *LBT*
*LBT*
Huh! *LBT*
*LBT*
I need it! *LBT*
*LBT*
That's the wise old brother at the side start good!*LBT*
C'mon Clive do it! *LBT*
*LBT*
Do it! *LBT*
*LBT*
Uh! *LBT*
Ha! *LBT*
Good God! *LBT*
God Good!*LBT*
Huh! *LBT*
Feels good! *LBT*
Feels good! *LBT*
Do it to me! *LBT*
Huh! *LBT*
Good God! *LBT*
I want you all in the jam!*LBT*
Gonna get you all in the jam! *LBT*
Play that bad funk!*LBT*
Show 'em how funky you are! *LBT*
Play it JB's! *LBT*
Play it now! *LBT*
Hey! *LBT*
Get up offa that thing, *LBT*
and dance 'till you feel better! *LBT*
Get up offa that thing, *LBT*
and dance 'till you, help me out! *LBT*
Get up offa that thing, *LBT*
and dance 'till you feel better! *LBT*
Get up offa that thing, *LBT*
and try to release that pressure! *LBT*
Get up offa that thing, *LBT*
and shake 'till you feel better! *LBT*
Get up offa that thing, *LBT*
and try to release, say it now! *LBT*
Get up offa that thing, *LBT*
and shake 'till you feel better, *LBT*
Get up offa that thing, *LBT*
and try to release that pressure! *LBT*
Get up and... call it! *LBT*
I feel good! *LBT*
<i>[Fade out]</i>

*LBT**LBT*"
"Think (think) think (think) think (think)*LBT*
Think (think) think (think) think (think)*LBT*
*LBT*
You better think (think) think about what you're trying to do to me*LBT*
Yeah, think (think, think), let your mind go, let yourself be free*LBT*
*LBT*
Let's go back, let's go back, let's go way on way back when*LBT*
I didn't even know you, you couldn't have been too much more than ten. (just a child)*LBT*
I ain't no psychiatrist, I ain't no doctor with degrees*LBT*
It don't take too much high IQ's to see what you're doing to me*LBT*
*LBT*
You better think (think) think about what you're trying to do to me*LBT*
Yeah, think (think, think), let your mind go, let yourself be free*LBT*
*LBT*
Oh freedom (freedom), freedom (freedom), freedom, yeah freedom*LBT*
Freedom (freedom), freedom (freedom), freedom, ooh freedom*LBT*
*LBT*
There ain't nothing you could ask I could answer you but I won't (I won't)*LBT*
I was gonna change, but I'm not, if you keep doing things I don't*LBT*
*LBT*
You better think (think) think about what you're trying to do to me*LBT*
Yeah, think (think, think), let your mind go, let yourself be free*LBT*
*LBT*
People walking around everyday, playing games, taking scores*LBT*
Trying to make other people lose their minds.*LBT*
Well be careful, you're gonna lose yours.*LBT*
*LBT*
Yeah, think (think) think about what you're trying to do to me*LBT*
Yeah, think (think, think), let your mind go, let yourself be free*LBT*
*LBT*
You need me (need me) and I need you (don't you know)*LBT*
Without each other there ain't nothing we can do*LBT*
*LBT*
Oh freedom (freedom), freedom (freedom), freedom, yeah freedom*LBT*
Freedom (freedom), freedom (freedom), freedom, ooh freedom*LBT*
*LBT*
There ain't nothing you could ask I could answer you but I won't (I won't)*LBT*
I was gonna change, but I'm not, if you're doing things I don't*LBT*
*LBT*
You better think (think) think about what you're trying to do to me*LBT*
Yeah, think (think, think), let your mind go, let yourself be free*LBT*
*LBT*
You need me (need me) and I need you (don't you know)*LBT*
Without each other there ain't nothing we can do*LBT*
*LBT*
(Think about - ah me, think about - ah me,*LBT*
Think about - ah me, think about it)*LBT*
(Think about - ah me, think about - ah me,*LBT*
Think about - ah me, think about it)*LBT*
(Think about - ah me, think about - ah me,*LBT*
Think about - ah me, think about it)*LBT*
(Think about - ah me, think about - ah me,*LBT*
Think about - ah me, think about it)*LBT*
You had better stop and think before you think, think!

*LBT**LBT*"
